monument,distance_km,trip_days,travelers,hotel_type,transport_mode,season,total_budget
Site of Sahet mahet,2140,9,4,Luxury,Car,Monsoon,65248
Daulatabad Fort,2404,8,3,Standard,Car,Winter,51550
"Avantiswamin Temple, Avantipur, District Pulwama",1224,6,4,Luxury,Bus,Winter,55089
Tomb of Rabia Durani (Bibi ka Maqbara),253,7,6,Standard,Train,Winter,40519
Kumbhalgarh Fort,1528,1,4,Luxury,Car,Winter,20339
Ahom Raja's Palace,174,4,3,Luxury,Train,Summer,28945
Humayun Tomb,845,3,3,Standard,Train,Summer,13853
Metcelf-Hall,1680,6,1,Budget,Train,Summer,13917
Red Fort,487,3,1,Standard,Train,Winter,11108
"Avantiswamin Temple, Avantipur, District Pulwama",1433,2,4,Standard,Car,Summer,18452
Observatory of Man Singh,1911,3,1,Luxury,Train,Winter,29588
Cooch Bihar Palace,558,5,6,Standard,Train,Summer,25878
Gawilgarh Fort,1341,6,1,Budget,Bus,Summer,10226
"Ibrahim Rauza, Bijapur",830,2,2,Standard,Car,Monsoon,10724
Bir Singh Palace Datia,1319,7,1,Luxury,Train,Winter,55477
"Gupta Temple & Varah Temple, Deogarh",1388,5,5,Standard,Train,Monsoon,21259
Gwalior Fort,1664,7,5,Standard,Car,Summer,42570
Kotla Feroz Shah,2001,6,6,Budget,Bus,Winter,30358
Roopmati's Pavilion,609,2,4,Budget,Train,Winter,9797
"Group of four MaidansCharaideo, Sibasagar",1644,4,3,Luxury,Bus,Winter,37211
"Natural Caven with inscription eladipattam, Sittannavasal",2392,3,2,Standard,Bus,Monsoon,11777
"Bekal Fort, Pallikkare, Distt. Kasargod",1730,7,2,Luxury,Train,Winter,59218
"Champaner Monuments, Pavagadh",1616,9,6,Luxury,Bus,Monsoon,62729
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1993,7,2,Luxury,Car,Winter,68651
Upper Fort Aguada,2467,1,3,Budget,Bus,Winter,8719
"Palace Complex at Ramnagar, Distt. Udhampur",1825,1,3,Luxury,Train,Winter,16289
Bishnudol,619,6,5,Budget,Bus,Summer,19475
Pandulena Caves,578,6,4,Luxury,Train,Summer,46258
"Buddhist Remains on hill top at Guntupalli, W.G.District",134,8,6,Standard,Bus,Winter,46573
Chandragiri Monument,693,4,6,Luxury,Car,Winter,44942
Roopmati's Pavilion,2298,3,7,Budget,Car,Summer,26505
"Group of four MaidansCharaideo, Sibasagar",481,5,2,Luxury,Train,Winter,39873
Rani Jhansi Fort,2063,8,6,Budget,Train,Summer,36059
Bellary Fort,2057,1,1,Standard,Bus,Winter,9240
Warangal,2340,1,1,Luxury,Car,Winter,26523
Sultanghari Tomb,778,6,5,Standard,Train,Winter,34351
Cooch Bihar Palace,1641,7,7,Budget,Car,Monsoon,30961
Sultanghari Tomb,2465,2,3,Luxury,Bus,Winter,22061
"Buddhist Remains on hill top at Guntupalli, W.G.District",1120,7,7,Luxury,Bus,Monsoon,51498
Excavated Remains at Nalanda,673,5,4,Standard,Car,Winter,29536
"Fort St. Angelo, Kannur",1147,5,7,Standard,Car,Winter,39552
Rock-cut Temples and Sculptures,403,1,7,Standard,Bus,Summer,7444
"Group of Temples at kiramchi, District Udhampur",835,2,1,Budget,Train,Summer,5169
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,2118,8,7,Budget,Car,Monsoon,36722
Kondiote Caves,1148,2,7,Budget,Car,Winter,19018
Purana Qila,1243,7,7,Standard,Bus,Winter,47918
Rock-cut Temples and Sculptures,1644,4,3,Standard,Train,Monsoon,16652
Fort Vattakottai,2439,7,2,Budget,Train,Winter,25127
Group of Monuments Mamallapuram,1750,7,6,Standard,Train,Monsoon,33678
"Ranghar Pavillion, Jaisagar",1832,9,5,Budget,Car,Monsoon,32091
"Sun temple, Modhera",789,5,2,Luxury,Car,Summer,38262
"Fort Museum, Thirumayam",232,5,6,Luxury,Car,Monsoon,35264
"Sun Temple, Konark",73,6,4,Luxury,Car,Monsoon,36842
"Champaner Monuments, Pavagadh",721,2,5,Luxury,Car,Summer,20076
Kalinjar Fort,1724,4,4,Standard,Train,Summer,21450
Group of Monuments (WH) Pattadakal,1741,2,2,Standard,Car,Summer,17077
"Badal Mahal Gatwway, Chanderi",1876,4,2,Luxury,Bus,Summer,29132
Kondiote Caves,93,8,2,Luxury,Train,Monsoon,42304
"Ibrahim Rauza, Bijapur",2359,1,6,Luxury,Car,Monsoon,20021
"Natural Caven with inscription eladipattam, Sittannavasal",1242,4,3,Budget,Train,Monsoon,10263
"Ruined Fort, kangra",1845,7,6,Standard,Car,Winter,55104
Akbar Tomb Sikandra,1961,7,4,Luxury,Train,Winter,67881
Kondiote Caves,1573,6,6,Budget,Train,Summer,25820
Mariam tomb Sikandra,1270,8,2,Luxury,Train,Summer,56124
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,1927,6,2,Luxury,Train,Monsoon,36524
Ancient Site Bhangarh,2458,5,7,Standard,Car,Monsoon,35027
"Rock-cut Jain Temple, Sittannavasasl",2052,1,1,Standard,Train,Summer,8988
Hauzkhas,1370,8,6,Standard,Bus,Summer,42569
Palace of Tipu Sultan,1470,9,2,Luxury,Train,Summer,61720
Warangal,1501,9,7,Luxury,Bus,Summer,81387
Caves 1 t0 20 Udaygiri Vidisha,359,4,5,Standard,Car,Monsoon,16088
Fortress and Temple Chitrudurga Fort,874,3,5,Budget,Bus,Summer,10910
Buddhist Caves,2127,9,2,Budget,Train,Summer,22492
Aurangabad Caves,1909,1,4,Budget,Bus,Summer,6683
Buddhist Caves,141,3,1,Standard,Train,Summer,9337
"Group of monument, Royal Palace Mandu",1402,3,2,Budget,Train,Summer,10891
Jantar Mantar,141,4,7,Standard,Car,Monsoon,17522
"Buddhist Remains on hill top at Guntupalli, W.G.District",1683,4,2,Luxury,Car,Winter,42932
"Rudabai Step Well, Adalaj",196,4,5,Standard,Train,Monsoon,15376
"Janjira Fort, Murd",361,8,5,Budget,Train,Summer,25596
mattancherry Palace Museum Kochi,407,2,3,Luxury,Car,Monsoon,13430
Cooch Bihar Palace,129,5,6,Standard,Car,Summer,24748
Aurangabad Caves,1946,5,5,Standard,Car,Winter,41498
"The palace situated in the fort, Burhanpur",2329,6,4,Luxury,Bus,Monsoon,39790
Khan-I-Khana,1071,6,6,Standard,Car,Monsoon,29088
"Ancient site of Vaishali, Kolhua",601,7,3,Budget,Train,Monsoon,14850
Amaravati mahastupa,1824,7,1,Standard,Bus,Winter,26118
Aga  Khan Palace Building,2427,2,6,Luxury,Car,Summer,31954
"Sun temple, Modhera",2107,1,3,Luxury,Car,Winter,23889
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,1406,2,3,Luxury,Bus,Monsoon,13969
Warangal,1124,6,4,Luxury,Train,Monsoon,38077
Rock-cut Temples and Sculptures,1575,2,1,Luxury,Car,Summer,22869
Baori at Abhaneri,853,7,5,Standard,Car,Summer,36798
Temple of Laxman and Old sites including sculptures sirpur,1707,4,2,Budget,Car,Winter,22929
Deeg Bhawan,1026,3,6,Luxury,Bus,Winter,31081
Tomb of Lal Khan,2354,4,2,Budget,Bus,Winter,14516
Ram Bagh,2088,3,7,Luxury,Train,Winter,38495
Suraj Kund,1391,3,4,Luxury,Bus,Winter,29287
Metcelf-Hall,2111,5,3,Standard,Car,Winter,37753
Ajanta Caves,243,5,3,Budget,Car,Summer,12459
Rani Jhansi Fort,1832,6,7,Luxury,Train,Winter,69239
Tomb of Rabia Durani (Bibi ka Maqbara),2447,9,6,Standard,Car,Winter,71590
"Old Fort, Sholapur",2093,3,1,Standard,Car,Monsoon,17265
Kalinjar Fort,2289,7,6,Standard,Car,Summer,48703
Mehtab Bagh,1547,2,7,Budget,Car,Winter,22682
Palace of Tipu Sultan,608,3,7,Luxury,Bus,Winter,31505
"Cave Temple & Inscriptions, Bhaja",153,3,4,Luxury,Bus,Winter,26168
Hoshang Shah's Tomb,609,7,5,Budget,Train,Summer,23259
Temple of Laxman and Old sites including sculptures sirpur,553,9,4,Standard,Car,Winter,46418
"Gol Gumbaz, Vijayapura",1439,4,3,Luxury,Train,Winter,39175
"Avantiswamin Temple, Avantipur, District Pulwama",355,2,2,Budget,Car,Summer,6556
Kondiote Caves,2306,1,2,Budget,Bus,Monsoon,5717
"Buddhist Monuments, Sanchi",606,3,6,Standard,Car,Winter,22908
Sheikh Chilli's Tomb,2104,6,4,Luxury,Train,Summer,50918
Shaniwarwada,1091,7,3,Standard,Car,Summer,32843
Dariya Daulath Bagh,1772,5,7,Standard,Train,Monsoon,25787
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",105,1,3,Standard,Train,Monsoon,2576
Sheikh Chilli's Tomb,2153,6,6,Luxury,Bus,Summer,54236
Humayun Tomb,688,9,5,Luxury,Train,Summer,72754
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",829,5,6,Budget,Bus,Monsoon,16378
Upper Fort Aguada,2107,7,4,Standard,Bus,Monsoon,26334
"Gupta Temple & Varah Temple, Deogarh",1463,5,3,Budget,Bus,Winter,17674
"Group of four MaidansCharaideo, Sibasagar",271,5,2,Budget,Car,Monsoon,9016
"Kolaba Fort, Alibag",277,2,5,Standard,Bus,Winter,11790
Ancient Site of Vikramshila Antichak,2463,2,2,Budget,Bus,Winter,11440
Rani Jhansi Fort,973,7,6,Standard,Bus,Winter,42152
"Sun temple, Modhera",1446,1,3,Standard,Car,Summer,12852
Mausoleum,2182,4,4,Luxury,Bus,Winter,40583
"Ancient site of Vaishali, Kolhua",706,3,4,Standard,Bus,Winter,15735
Gawilgarh Fort,1673,9,5,Standard,Car,Summer,51342
Rajarani Temple,1249,8,5,Luxury,Train,Monsoon,54184
Hauzkhas,2071,3,5,Luxury,Bus,Winter,33957
"Sun Temple, Konark",913,2,4,Luxury,Bus,Winter,19361
"The palace situated in the fort, Burhanpur",1791,2,1,Budget,Bus,Winter,7952
"Sun temple, Modhera",1883,1,7,Standard,Train,Monsoon,8780
Rock-cut Temples and Sculptures,1681,3,6,Luxury,Bus,Winter,34295
Roopmati's Pavilion,904,8,2,Luxury,Train,Monsoon,45038
mattancherry Palace Museum Kochi,1134,7,5,Budget,Car,Winter,34089
"Rani Ki-Vav, Patan",123,1,5,Budget,Bus,Summer,4389
Safdarjung Tomb,1531,3,1,Budget,Bus,Monsoon,6456
Ram Bagh,2428,5,6,Luxury,Car,Winter,67594
"Champaner Monuments, Pavagadh",1518,8,2,Standard,Bus,Monsoon,23882
"Fort Museum, Thirumayam",1332,2,5,Standard,Bus,Summer,13033
Bir Singh Palace Datia,2496,4,6,Standard,Train,Summer,28790
Fatehpur Sikri,2355,4,6,Budget,Bus,Summer,19654
"Jaina & Vaishnava Cave, Badami",2307,8,7,Standard,Car,Monsoon,47924
"Bekal Fort, Pallikkare, Distt. Kasargod",1204,1,2,Standard,Train,Winter,7909
"Ruined Fort, kangra",1496,8,7,Budget,Train,Winter,43903
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",1345,5,5,Standard,Bus,Winter,29896
Mariam tomb Sikandra,2238,3,1,Budget,Train,Winter,13929
Caves 1 t0 20 Udaygiri Vidisha,1155,4,2,Luxury,Car,Winter,40045
Tomb of Rabia Durani (Bibi ka Maqbara),1936,2,1,Budget,Car,Summer,15595
Aurangabad Caves,793,7,7,Budget,Car,Summer,32297
Roopmati's Pavilion,2038,6,3,Budget,Train,Winter,23437
Sher Shah's Tomb,482,1,3,Budget,Bus,Monsoon,2368
"Old Fort (Shahi Fort), Jaunpur",400,6,2,Luxury,Bus,Winter,45786
Residency Building,1867,5,2,Standard,Car,Summer,28027
"Group of Monuments, Hampi",2075,5,6,Luxury,Car,Summer,55263
Charminar,1353,4,1,Budget,Bus,Monsoon,6443
Amaravati mahastupa,511,2,1,Standard,Car,Winter,9713
"Buddhist Remains on hill top at Guntupalli, W.G.District",2310,5,5,Standard,Car,Monsoon,30154
Purana Qila,1598,1,1,Budget,Train,Summer,6183
Tirumalai Nayak's Palace Srivilliputhur,2485,4,5,Standard,Train,Winter,30831
"Fort, Palakkad, Palakkad",1666,2,2,Standard,Bus,Summer,10747
Lohgad Fort,880,3,3,Budget,Car,Summer,12594
"Badal Mahal Gatwway, Chanderi",1019,1,7,Luxury,Bus,Winter,12792
"Cave Temple & Inscriptions, Bhaja",1115,4,2,Budget,Train,Winter,13795
Itimad-ud-Daulah-Tomb,88,9,4,Standard,Car,Winter,43512
Rani Jhansi Fort,654,9,5,Budget,Car,Winter,37653
"Ancient site of Vaishali, Kolhua",2027,2,3,Standard,Bus,Monsoon,9700
Purana Qila,511,5,2,Standard,Bus,Monsoon,13680
Deeg Bhawan,1484,5,7,Budget,Train,Winter,30401
Kondiote Caves,1983,6,6,Standard,Train,Winter,42245
"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",2457,6,7,Budget,Bus,Winter,34576
Lord Cornwallis Tomb,766,9,4,Budget,Train,Summer,27393
"Moovarkoil, Kodumbalur",1509,5,6,Luxury,Car,Winter,60609
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",747,1,3,Budget,Bus,Winter,5371
Kotla Feroz Shah,771,4,4,Luxury,Bus,Summer,31001
Undavalli caves,1802,6,4,Standard,Train,Monsoon,23676
Dariya Daulath Bagh,2274,5,7,Standard,Bus,Winter,38427
"Ruined Fort, kangra",806,8,3,Luxury,Train,Summer,58085
"Ruined Fort, kangra",496,9,3,Standard,Train,Winter,39903
Fort Vattakottai,2164,5,1,Luxury,Car,Winter,51690
Keshava Temple,699,2,7,Budget,Car,Summer,13373
Raigad Fort,1961,1,5,Luxury,Bus,Summer,12420
"Asokan Rock Edict, Jungadh",523,9,6,Budget,Car,Winter,41284
Rock-cut Temples and Sculptures,2279,4,4,Standard,Bus,Winter,25736
Tomb of Rabia Durani (Bibi ka Maqbara),890,6,7,Standard,Bus,Summer,34956
"Ruined Fort, kangra",2088,5,1,Luxury,Bus,Monsoon,27733
"Badal Mahal Gatwway, Chanderi",2436,4,2,Luxury,Train,Winter,40688
"Janjira Fort, Murd",479,5,5,Budget,Bus,Monsoon,14629
Bir Singh Palace Datia,1829,5,1,Luxury,Car,Winter,50156
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",214,9,3,Budget,Bus,Winter,24916
Pandulena Caves,1382,4,6,Luxury,Car,Summer,41615
"Buddhist Remains on hill top at Guntupalli, W.G.District",1839,7,6,Budget,Train,Winter,35828
"Fort, Palakkad, Palakkad",1396,4,5,Budget,Car,Winter,25552
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",731,2,6,Luxury,Train,Winter,21841
"Group of monument, Royal Palace Mandu",639,1,2,Standard,Train,Winter,6513
"Western Group of Temples, Khajuraho",895,5,3,Budget,Car,Summer,17693
Keshava Temple,2399,4,1,Standard,Bus,Summer,17153
"Gupta Temple & Varah Temple, Deogarh",1437,4,2,Luxury,Car,Summer,34430
Durga temple complex Aihole,597,1,7,Standard,Bus,Monsoon,5010
Deeg Bhawan,601,6,7,Budget,Train,Summer,26975
"Buddhist Remains on hill top at Guntupalli, W.G.District",2382,2,6,Standard,Train,Winter,21401
"Rani Ki-Vav, Patan",2108,4,1,Budget,Bus,Monsoon,8139
Buddhist Caves Kanheri,526,4,6,Standard,Train,Summer,21686
Ancient Buddhist Site known as Chaukhandi stupa,2277,2,7,Luxury,Train,Monsoon,20955
Pandulena Caves,580,4,2,Budget,Bus,Summer,9216
Mariam tomb Sikandra,125,7,1,Standard,Bus,Winter,22936
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",887,3,6,Standard,Bus,Summer,17356
"Rani Ki-Vav, Patan",2335,8,6,Luxury,Car,Summer,80479
Ellora Caves,1357,6,4,Luxury,Train,Monsoon,40394
Mausoleum,1293,8,3,Luxury,Car,Winter,75139
Bir Singh Palace Datia,659,6,5,Standard,Train,Monsoon,24002
Durga temple complex Aihole,1502,8,3,Standard,Train,Summer,32568
Undavalli caves,838,1,2,Budget,Bus,Winter,5254
"Gupta Temple & Varah Temple, Deogarh",1222,6,4,Budget,Train,Monsoon,17180
Kondiote Caves,380,8,7,Budget,Car,Summer,34310
Ahom Raja's Palace,1428,3,1,Luxury,Bus,Monsoon,17493
Shaniwarwada,2400,1,5,Standard,Train,Winter,14330
Observatory of Man Singh,1913,3,1,Budget,Car,Winter,20339
Humayun Tomb,1398,6,4,Luxury,Car,Monsoon,43720
"Gupta Temple & Varah Temple, Deogarh",2462,1,4,Standard,Bus,Summer,10354
"Bekal Fort, Pallikkare, Distt. Kasargod",1453,5,2,Luxury,Car,Winter,50339
Kotla Feroz Shah,2033,4,4,Standard,Car,Summer,29331
"Caves, Temples and inscriptions Karla",1019,3,3,Luxury,Train,Summer,23766
Ellora Caves,1480,7,1,Budget,Car,Summer,19337
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",329,8,2,Luxury,Car,Summer,54101
"Rock-cut Jain Temple, Sittannavasasl",1468,5,4,Budget,Car,Monsoon,19131
Warangal,2113,3,3,Luxury,Train,Winter,31925
"Fort, Palakkad, Palakkad",398,8,5,Luxury,Train,Summer,62881
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",2020,9,4,Luxury,Bus,Winter,81938
Roopmati's Pavilion,2427,8,6,Luxury,Train,Winter,86393
"Kolaba Fort, Alibag",1126,4,6,Budget,Bus,Winter,20371
Residency Building,1053,9,3,Standard,Car,Monsoon,32085
"Kolaba Fort, Alibag",1421,7,5,Standard,Train,Winter,41597
Nagarjuna Kunda,365,4,4,Budget,Train,Summer,11968
Keshava Temple,2119,7,4,Budget,Train,Winter,30989
Bishnupur Temples,1545,3,5,Standard,Train,Monsoon,15126
Ajanta Caves,1285,6,7,Budget,Bus,Winter,32376
mattancherry Palace Museum Kochi,2017,7,7,Budget,Train,Monsoon,28511
Mehtab Bagh,2491,5,3,Budget,Train,Monsoon,15940
"Group of monument, Royal Palace Mandu",957,5,6,Budget,Car,Monsoon,20344
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",1326,6,7,Luxury,Train,Summer,56227
"Group of monument, Royal Palace Mandu",1683,4,1,Luxury,Bus,Winter,33407
Tomb of Rabia Durani (Bibi ka Maqbara),674,2,5,Luxury,Car,Summer,20847
Deeg Bhawan,1445,3,3,Budget,Car,Summer,17407
Hazarduari Palace,2182,8,4,Budget,Car,Summer,35218
Tirumalai Nayak's Palace Srivilliputhur,1894,5,1,Luxury,Bus,Summer,34662
Durga temple complex Aihole,2464,4,7,Budget,Train,Summer,23446
Deeg Bhawan,217,1,3,Luxury,Train,Summer,8686
Dariya Daulath Bagh,1904,2,3,Standard,Train,Winter,16864
Group of Monuments Mamallapuram,2359,7,6,Luxury,Train,Monsoon,53387
"Old Fort, Sholapur",873,6,5,Budget,Train,Monsoon,18000
"Bekal Fort, Pallikkare, Distt. Kasargod",330,7,2,Budget,Bus,Winter,15425
Tirumalai Nayak's Palace Srivilliputhur,128,3,7,Standard,Bus,Monsoon,12787
Roopmati's Pavilion,2481,8,6,Standard,Car,Winter,65698
Rock-cut Temples and Sculptures,1366,5,5,Budget,Bus,Summer,18031
"Temples & Sculpture Shed, lakkumdi",1725,2,6,Luxury,Train,Summer,22906
"Bekal Fort, Pallikkare, Distt. Kasargod",751,8,6,Luxury,Bus,Summer,68021
"Western Group of Temples, Khajuraho",2274,3,2,Budget,Train,Winter,15862
"Badal Mahal Gatwway, Chanderi",1247,7,5,Standard,Train,Summer,34923
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2069,4,3,Budget,Bus,Monsoon,10741
Temple of Laxman and Old sites including sculptures sirpur,2345,6,4,Standard,Train,Summer,31867
"The palace situated in the fort, Burhanpur",2371,6,3,Luxury,Bus,Monsoon,38151
Tomb of Lal Khan,1714,3,4,Luxury,Bus,Monsoon,20490
Lohgad Fort,1312,8,3,Standard,Bus,Summer,30750
Undavalli caves,1636,6,3,Standard,Car,Winter,38619
Sheikh Chilli's Tomb,156,9,1,Luxury,Bus,Summer,54889
Rajarani Temple,1300,4,1,Budget,Bus,Monsoon,7003
Suraj Kund,207,8,1,Luxury,Bus,Monsoon,39154
"Gol Gumbaz, Vijayapura",2424,5,6,Luxury,Bus,Monsoon,37984
Hauzkhas,1798,5,3,Luxury,Bus,Winter,44776
"Group of Monuments, Hampi",1704,5,5,Standard,Train,Monsoon,22094
Akbar Tomb Sikandra,305,4,1,Budget,Train,Monsoon,4761
"Moovarkoil, Kodumbalur",2168,6,2,Budget,Train,Monsoon,13908
Mehtab Bagh,1384,9,4,Luxury,Bus,Monsoon,56623
"Ancient site of Vaishali, Kolhua",1776,2,6,Budget,Train,Summer,13488
"Caves, Temples and inscriptions Karla",248,1,1,Luxury,Bus,Summer,7132
"Group of Temples at kiramchi, District Udhampur",1233,8,4,Standard,Car,Winter,48374
Metcelf-Hall,384,6,5,Standard,Train,Monsoon,23676
Rani Jhansi Fort,660,9,3,Luxury,Car,Winter,78071
Hoshang Shah's Tomb,1083,4,1,Standard,Bus,Winter,16215
Metcelf-Hall,855,1,3,Budget,Car,Monsoon,6243
"Buddhish Caves, Junagadh",303,1,5,Budget,Bus,Monsoon,3782
"Fort on Rock, Dindigual",2104,1,4,Luxury,Car,Monsoon,17507
"Jaina & Vaishnava Cave, Badami",2340,6,2,Budget,Car,Summer,25399
Site of Sahet mahet,251,5,6,Luxury,Train,Monsoon,34320
Lord Cornwallis Tomb,572,5,2,Budget,Train,Summer,11884
Baori at Abhaneri,1431,3,5,Standard,Bus,Summer,16474
Dariya Daulath Bagh,1937,2,4,Budget,Bus,Summer,10214
"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",1058,6,1,Luxury,Bus,Monsoon,32136
Hazarduari Palace,1112,2,3,Standard,Train,Summer,11107
Aga  Khan Palace Building,1488,1,3,Budget,Car,Summer,12754
Ruins of Buddhist Temples and Images lalitgiri,350,9,3,Standard,Car,Summer,35138
"Group of monument, Royal Palace Mandu",75,3,5,Luxury,Bus,Winter,27978
"Asokan Rock Edict, Jungadh",55,3,5,Luxury,Bus,Winter,27593
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",1838,8,5,Luxury,Bus,Summer,65849
Hazarduari Palace,874,5,6,Luxury,Bus,Monsoon,34776
Ruins of Buddhist Temples and Images lalitgiri,888,8,1,Standard,Train,Monsoon,19830
Excavated Remains at Nalanda,2187,1,7,Luxury,Bus,Monsoon,11773
Humayun Tomb,1707,5,2,Standard,Train,Summer,20541
Buddhist Caves,2472,6,2,Budget,Bus,Summer,16123
Purana Qila,65,6,3,Budget,Car,Winter,15850
"Champaner Monuments, Pavagadh",1076,1,4,Luxury,Car,Monsoon,12440
Purana Qila,220,4,3,Luxury,Train,Monsoon,23011
Ancient Site of Vikramshila Antichak,1681,1,1,Budget,Train,Summer,7338
Amaravati mahastupa,2327,6,1,Budget,Train,Winter,18701
"Group of monument, Royal Palace Mandu",1225,3,5,Budget,Train,Summer,14476
Tomb of Lal Khan,1827,2,3,Luxury,Bus,Summer,18126
Sultanghari Tomb,385,9,5,Budget,Train,Monsoon,23948
Buddhist Caves Kanheri,120,9,6,Standard,Bus,Monsoon,35268
"Bekal Fort, Pallikkare, Distt. Kasargod",2278,5,4,Budget,Train,Winter,25479
Hauzkhas,431,8,6,Budget,Car,Monsoon,24836
Observatory of Man Singh,550,2,2,Standard,Bus,Monsoon,6376
Baori at Abhaneri,1926,2,1,Budget,Bus,Winter,7589
"Palace Complex at Ramnagar, Distt. Udhampur",1020,6,1,Standard,Car,Monsoon,18242
"The palace situated in the fort, Burhanpur",252,4,1,Luxury,Car,Monsoon,20114
Dariya Daulath Bagh,1451,5,4,Luxury,Train,Winter,48744
Buddhist Caves,2142,8,6,Budget,Bus,Winter,38507
Ancient Site of Vikramshila Antichak,1315,8,6,Standard,Car,Monsoon,38885
Suraj Kund,1466,7,1,Budget,Car,Winter,23325
"Kolaba Fort, Alibag",938,4,5,Budget,Bus,Monsoon,12635
Gwalior Fort,2309,6,5,Standard,Bus,Summer,32438
Upper Fort Aguada,981,4,1,Budget,Car,Monsoon,10085
Humayun Tomb,850,8,3,Standard,Car,Summer,33397
"Janjira Fort, Murd",864,3,5,Luxury,Train,Monsoon,22245
Nagarjuna Kunda,2499,7,6,Budget,Train,Summer,33209
Ahom Raja's Palace,1254,7,6,Standard,Train,Summer,38770
Hoshang Shah's Tomb,1716,9,2,Luxury,Train,Winter,74603
"Asokan Rock Edict, Jungadh",1604,4,6,Standard,Bus,Monsoon,19127
Aga  Khan Palace Building,2468,7,4,Budget,Bus,Monsoon,18870
"Gupta Temple & Varah Temple, Deogarh",2201,2,7,Luxury,Bus,Summer,23041
Kumbhalgarh Fort,2206,6,4,Budget,Bus,Summer,20793
Warangal,2174,9,2,Budget,Car,Winter,35531
"Ibrahim Rauza, Bijapur",2054,4,6,Luxury,Train,Monsoon,32874
Raigad Fort,700,5,4,Luxury,Car,Summer,40448
Bir Singh Palace Datia,1396,8,1,Budget,Train,Monsoon,13162
Kalinjar Fort,2463,4,1,Luxury,Bus,Summer,29330
Tomb of Rabia Durani (Bibi ka Maqbara),1468,3,3,Standard,Car,Monsoon,17729
"Kareghar of Ahom Kings, Sibasagar",2406,5,4,Luxury,Car,Winter,62421
Ancient Palace Leh,2035,4,5,Standard,Car,Monsoon,25099
Rajarani Temple,1434,8,7,Standard,Train,Monsoon,37774
Baori at Abhaneri,2255,3,5,Standard,Car,Winter,33599
"Group of monument, Royal Palace Mandu",668,2,4,Standard,Bus,Monsoon,8569
Ram Bagh,370,6,5,Budget,Car,Summer,22078
Rani Lakshmi Bai Mahal,582,3,4,Budget,Bus,Monsoon,8767
"Asokan Rock Edict, Jungadh",1423,4,2,Standard,Bus,Monsoon,12167
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2466,1,6,Luxury,Train,Monsoon,12697
"Natural Caven with inscription eladipattam, Sittannavasal",1361,1,3,Standard,Car,Summer,13342
Buddhist Caves Kanheri,734,5,1,Standard,Car,Monsoon,14151
Bir Singh Palace Datia,351,3,3,Budget,Bus,Monsoon,6645
Ancient Palace Leh,1833,3,7,Luxury,Car,Summer,38212
Safdarjung Tomb,1400,1,7,Budget,Car,Monsoon,11223
Lord Cornwallis Tomb,1394,6,4,Budget,Bus,Winter,23432
Ancient Remains on both Udaigiri & Khandagiri Hills,1006,9,7,Standard,Car,Summer,54051
Bellary Fort,2118,8,5,Budget,Car,Summer,39090
